2021-12-03 13:49:11.723 | DEBUG    | Player:setAudio:81 - New sound selected
2021-12-03 13:49:12.676 | DEBUG    | Player:play_handler:41 - Sound Played
2021-12-03 13:49:12.678 | INFO     | Player:play_handler:42 - Sound Sample rate is 44100
2021-12-03 13:49:29.428 | DEBUG    | Player:stop_handler:49 - Sound Stopped
2021-12-03 13:49:54.944 | DEBUG    | Player:play_handler:41 - Sound Played
2021-12-03 13:49:54.945 | INFO     | Player:play_handler:42 - Sound Sample rate is 44100
2021-12-03 13:49:55.199 | DEBUG    | Player:play_handler:41 - Sound Played
2021-12-03 13:49:55.200 | INFO     | Player:play_handler:42 - Sound Sample rate is 44100
2021-12-03 13:50:00.088 | DEBUG    | Player:play_handler:41 - Sound Played
2021-12-03 13:50:00.090 | INFO     | Player:play_handler:42 - Sound Sample rate is 44100
2021-12-03 13:50:13.756 | DEBUG    | Player:stop_handler:49 - Sound Stopped
2021-12-03 13:50:26.637 | DEBUG    | Player:play_handler:41 - Sound Played
2021-12-03 13:50:26.639 | INFO     | Player:play_handler:42 - Sound Sample rate is 44100
2021-12-03 13:50:42.369 | DEBUG    | Player:stop_handler:49 - Sound Stopped
